8.000000000000000000e+00,2.284205436706542969e+01,1.683299999999999841e+01
9.000000000000000000e+00,2.372443580627441406e+01,1.683299999999999841e+01
1.700000000000000000e+01,7.879491806030273438e+00,5.605000000000000426e+00
1.900000000000000000e+01,6.113341331481933594e+00,2.713999999999999968e+00
2.000000000000000000e+01,3.029034996032714844e+01,2.028600000000000136e+01
2.300000000000000000e+01,1.370168209075927734e+01,5.570000000000000284e+00
2.400000000000000000e+01,1.749752998352050781e+01,6.152999999999999581e+00
6.800000000000000000e+01,6.899992942810058594e+00,4.472000000000000419e+00
1.230000000000000000e+02,6.941941261291503906e+00,3.633999999999999897e+00
1.240000000000000000e+02,6.187252521514892578e+00,3.866999999999999993e+00
1.250000000000000000e+02,6.202523708343505859e+00,3.902000000000000135e+00
1.280000000000000000e+02,7.131038188934326172e+00,4.429999999999999716e+00
1.710000000000000000e+02,2.271857070922851562e+01,1.755999999999999872e+01
1.790000000000000000e+02,5.903676033020019531e+00,4.317999999999999616e+00
1.880000000000000000e+02,6.256510257720947266e+00,3.456999999999999851e+00
2.000000000000000000e+02,7.892129421234130859e+00,4.583999999999999631e+00
2.360000000000000000e+02,1.547721576690673828e+01,1.096199999999999974e+01
2.370000000000000000e+02,1.547721576690673828e+01,1.097100000000000009e+01
2.400000000000000000e+02,9.299976348876953125e+00,6.514000000000000234e+00
2.410000000000000000e+02,1.296189308166503906e+01,7.028999999999999915e+00
2.440000000000000000e+02,1.755878829956054688e+01,1.536400000000000077e+01
2.450000000000000000e+02,1.704964637756347656e+01,1.530799999999999983e+01
3.190000000000000000e+02,8.105895996093750000e+00,5.004999999999999893e+00
3.210000000000000000e+02,9.905056953430175781e+00,7.490000000000000213e+00
3.270000000000000000e+02,9.415313720703125000e+00,6.862000000000000099e+00
4.570000000000000000e+02,5.922571659088134766e+00,2.597999999999999865e+00
4.580000000000000000e+02,5.922571659088134766e+00,2.595000000000000195e+00
4.590000000000000000e+02,2.341755485534667969e+01,1.639099999999999824e+01
4.600000000000000000e+02,1.789420890808105469e+01,2.937500000000000000e+01
5.590000000000000000e+02,8.960655212402343750e+00,3.428999999999999826e+00
5.610000000000000000e+02,9.153565406799316406e+00,4.232000000000000206e+00
6.300000000000000000e+02,9.916722297668457031e+00,5.315000000000000391e+00
6.830000000000000000e+02,7.800595283508300781e+00,3.847999999999999865e+00
6.850000000000000000e+02,7.965357780456542969e+00,4.312000000000000277e+00
6.880000000000000000e+02,5.600599765777587891e+00,3.874000000000000110e+00
6.890000000000000000e+02,5.600599765777587891e+00,3.874000000000000110e+00
6.940000000000000000e+02,1.386542034149169922e+01,9.054999999999999716e+00
6.950000000000000000e+02,1.367367839813232422e+01,9.054999999999999716e+00
6.970000000000000000e+02,6.920223236083984375e+00,5.238000000000000433e+00
7.040000000000000000e+02,2.246263885498046875e+01,1.619999999999999929e+01
7.050000000000000000e+02,2.215460395812988281e+01,1.844200000000000017e+01
7.170000000000000000e+02,3.130159187316894531e+01,3.249699999999999989e+01
7.180000000000000000e+02,3.130159187316894531e+01,3.249699999999999989e+01
7.250000000000000000e+02,2.288622474670410156e+01,1.215099999999999980e+01
7.260000000000000000e+02,2.208883857727050781e+01,1.210999999999999943e+01
9.400000000000000000e+02,2.348234367370605469e+01,2.162999999999999901e+01
9.410000000000000000e+02,2.348234367370605469e+01,2.162999999999999901e+01
9.540000000000000000e+02,3.245804977416992188e+01,4.584599999999999653e+01
9.550000000000000000e+02,3.270552825927734375e+01,4.546300000000000097e+01
9.600000000000000000e+02,3.221310806274414062e+01,2.835800000000000054e+01
9.610000000000000000e+02,3.221310806274414062e+01,2.835800000000000054e+01
9.620000000000000000e+02,3.277228164672851562e+01,4.061299999999999955e+01
9.630000000000000000e+02,3.246523284912109375e+01,2.226999999999999957e+01
9.640000000000000000e+02,3.246523284912109375e+01,2.252100000000000080e+01
9.890000000000000000e+02,3.279842758178710938e+01,2.884700000000000131e+01
9.900000000000000000e+02,3.295312500000000000e+01,2.920899999999999963e+01
9.980000000000000000e+02,3.227471160888671875e+01,3.362800000000000011e+01
9.990000000000000000e+02,3.231655120849609375e+01,3.362800000000000011e+01
1.000000000000000000e+03,3.229671859741210938e+01,2.908399999999999963e+01
1.002000000000000000e+03,3.225416564941406250e+01,2.908399999999999963e+01
1.070000000000000000e+03,8.400044441223144531e+00,5.607999999999999652e+00
1.071000000000000000e+03,8.400044441223144531e+00,5.607999999999999652e+00
1.084000000000000000e+03,2.300822067260742188e+01,1.668299999999999983e+01
1.085000000000000000e+03,2.300822067260742188e+01,1.668299999999999983e+01
1.106000000000000000e+03,3.223226928710937500e+01,5.696099999999999852e+01
1.107000000000000000e+03,3.288690185546875000e+01,5.832800000000000296e+01
1.152000000000000000e+03,1.890922355651855469e+01,1.059299999999999997e+01
1.153000000000000000e+03,1.890922355651855469e+01,1.059299999999999997e+01
1.185000000000000000e+03,3.045516967773437500e+01,2.186899999999999977e+01
1.186000000000000000e+03,3.045516967773437500e+01,2.186899999999999977e+01
1.188000000000000000e+03,3.038124465942382812e+01,1.481000000000000050e+01
1.189000000000000000e+03,3.038124465942382812e+01,1.481000000000000050e+01
1.241000000000000000e+03,5.966691017150878906e+00,4.227000000000000313e+00
1.242000000000000000e+03,7.215370655059814453e+00,5.139999999999999680e+00
1.260000000000000000e+03,2.599212837219238281e+01,1.933999999999999986e+01
1.263000000000000000e+03,2.025376129150390625e+01,7.788000000000000256e+00
1.264000000000000000e+03,1.942669677734375000e+01,8.121999999999999886e+00
1.267000000000000000e+03,2.770626258850097656e+01,1.189000000000000057e+01
1.268000000000000000e+03,3.593607711791992188e+01,3.192999999999999972e+01
1.270000000000000000e+03,3.487868499755859375e+01,2.629700000000000060e+01
1.271000000000000000e+03,2.770626258850097656e+01,1.189000000000000057e+01
1.273000000000000000e+03,3.593607711791992188e+01,3.192999999999999972e+01
1.274000000000000000e+03,3.487868499755859375e+01,2.629700000000000060e+01
1.290000000000000000e+03,2.614046096801757812e+01,2.173300000000000054e+01
1.291000000000000000e+03,2.640242767333984375e+01,2.173300000000000054e+01
1.292000000000000000e+03,2.748750305175781250e+01,2.173300000000000054e+01
1.314000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.315000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.316000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.317000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.318000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.319000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.320000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.321000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.322000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.323000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.324000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.325000000000000000e+03,1.193512630462646484e+01,8.092999999999999972e+00
1.338000000000000000e+03,8.091698646545410156e+00,5.464999999999999858e+00
1.339000000000000000e+03,7.603999137878417969e+00,5.621999999999999886e+00
1.342000000000000000e+03,2.410046386718750000e+01,1.568200000000000038e+01
1.343000000000000000e+03,2.026996421813964844e+01,1.261200000000000010e+01
1.345000000000000000e+03,8.389634132385253906e+00,4.040000000000000036e+00
1.346000000000000000e+03,1.395994472503662109e+01,8.339000000000000412e+00
1.379000000000000000e+03,7.295183658599853516e+00,4.394999999999999574e+00
1.388000000000000000e+03,1.705002212524414062e+01,7.847000000000000419e+00
1.419000000000000000e+03,3.542263412475585938e+01,3.076000000000000156e+01
1.422000000000000000e+03,2.424078559875488281e+01,1.295299999999999940e+01
1.423000000000000000e+03,1.507543373107910156e+01,8.884000000000000341e+00
1.424000000000000000e+03,2.284168434143066406e+01,1.211700000000000088e+01
1.426000000000000000e+03,2.539293289184570312e+01,2.115200000000000102e+01
1.431000000000000000e+03,9.798549652099609375e+00,5.764999999999999680e+00
1.458000000000000000e+03,1.792143058776855469e+01,1.910200000000000031e+01
1.459000000000000000e+03,1.792143058776855469e+01,1.910200000000000031e+01
1.460000000000000000e+03,9.971271514892578125e+00,6.520999999999999908e+00
1.461000000000000000e+03,3.003984642028808594e+01,1.749599999999999866e+01
1.462000000000000000e+03,3.003984642028808594e+01,1.749599999999999866e+01
1.463000000000000000e+03,3.899477005004882812e+01,2.117000000000000171e+01
1.464000000000000000e+03,3.899477005004882812e+01,2.117000000000000171e+01
1.467000000000000000e+03,1.973390197753906250e+01,1.003899999999999970e+01
1.468000000000000000e+03,2.418636131286621094e+01,1.004299999999999926e+01
1.477000000000000000e+03,3.050206375122070312e+01,2.058899999999999864e+01
1.479000000000000000e+03,3.493674468994140625e+01,2.120400000000000063e+01
1.489000000000000000e+03,1.923091506958007812e+01,8.811999999999999389e+00
1.490000000000000000e+03,1.923091506958007812e+01,8.807999999999999829e+00
1.491000000000000000e+03,2.758604240417480469e+01,1.402699999999999925e+01
1.599000000000000000e+03,2.238748931884765625e+01,1.348399999999999999e+01
1.613000000000000000e+03,1.103934764862060547e+01,7.588000000000000078e+00
1.617000000000000000e+03,8.312118530273437500e+00,5.320000000000000284e+00
1.684000000000000000e+03,8.905420303344726562e+00,6.366999999999999993e+00
1.769000000000000000e+03,2.301598739624023438e+01,1.002500000000000036e+01
1.793000000000000000e+03,2.399967765808105469e+01,1.296400000000000041e+01
1.795000000000000000e+03,2.248641204833984375e+01,1.337500000000000000e+01
1.796000000000000000e+03,2.248641204833984375e+01,1.337500000000000000e+01
1.797000000000000000e+03,2.158754730224609375e+01,1.147400000000000020e+01
1.798000000000000000e+03,2.158754730224609375e+01,1.147400000000000020e+01
1.810000000000000000e+03,1.453099346160888672e+01,7.668999999999999595e+00
1.811000000000000000e+03,1.453099346160888672e+01,7.668999999999999595e+00
1.813000000000000000e+03,2.420914840698242188e+01,1.055300000000000082e+01
1.814000000000000000e+03,1.985362243652343750e+01,9.878999999999999559e+00
1.815000000000000000e+03,3.699687957763671875e+01,3.022200000000000131e+01
1.826000000000000000e+03,1.687324714660644531e+01,9.407000000000000028e+00
1.828000000000000000e+03,1.687324714660644531e+01,9.407000000000000028e+00
1.838000000000000000e+03,2.450439643859863281e+01,1.854700000000000060e+01
1.839000000000000000e+03,2.395516967773437500e+01,1.844999999999999929e+01
1.848000000000000000e+03,2.366633796691894531e+01,3.981799999999999784e+01
1.849000000000000000e+03,2.366633796691894531e+01,3.981799999999999784e+01
1.863000000000000000e+03,3.159725952148437500e+01,4.072899999999999920e+01
1.864000000000000000e+03,3.159725952148437500e+01,4.072899999999999920e+01
1.866000000000000000e+03,8.247920989990234375e+00,5.102999999999999758e+00
1.868000000000000000e+03,7.203313350677490234e+00,4.977000000000000313e+00
1.878000000000000000e+03,2.690337753295898438e+01,1.388499999999999979e+01
1.882000000000000000e+03,8.150213241577148438e+00,5.796999999999999709e+00
1.884000000000000000e+03,7.204888820648193359e+00,4.400999999999999801e+00
1.888000000000000000e+03,1.662858200073242188e+01,9.823000000000000398e+00
1.890000000000000000e+03,2.227900123596191406e+01,1.478299999999999947e+01
1.891000000000000000e+03,2.191903495788574219e+01,1.352899999999999991e+01
1.896000000000000000e+03,2.058941459655761719e+01,1.340000000000000036e+01
1.898000000000000000e+03,2.354063034057617188e+01,1.744500000000000028e+01
1.899000000000000000e+03,2.072650146484375000e+01,1.698400000000000176e+01
1.900000000000000000e+03,2.278420257568359375e+01,1.571499999999999986e+01
1.901000000000000000e+03,2.281763458251953125e+01,1.456499999999999950e+01
1.902000000000000000e+03,1.205040931701660156e+01,6.325000000000000178e+00
1.903000000000000000e+03,1.882350921630859375e+01,1.314199999999999946e+01
1.904000000000000000e+03,2.139544105529785156e+01,1.158500000000000085e+01
1.907000000000000000e+03,8.759944915771484375e+00,4.794999999999999929e+00
1.908000000000000000e+03,3.173427009582519531e+01,3.455199999999999960e+01
1.909000000000000000e+03,3.050781440734863281e+01,4.361099999999999710e+01
1.915000000000000000e+03,3.611595153808593750e+01,3.950000000000000000e+01
1.944000000000000000e+03,8.416017532348632812e+00,5.963000000000000078e+00
1.945000000000000000e+03,3.063166809082031250e+01,2.819600000000000151e+01
1.946000000000000000e+03,3.063166809082031250e+01,2.819600000000000151e+01
1.948000000000000000e+03,1.660075378417968750e+01,7.937999999999999723e+00
1.949000000000000000e+03,1.660075378417968750e+01,7.937999999999999723e+00
1.958000000000000000e+03,6.170286655426025391e+00,4.461999999999999744e+00
1.959000000000000000e+03,1.897868728637695312e+01,1.874800000000000111e+01
