6.756000000000000000e+03,6.489527546172269012e-03
7.738000000000000000e+03,2.860955538464992065e-01
1.305800000000000000e+04,1.768305333190460862e-02
1.793000000000000000e+03,8.439538020488483727e-02
8.631000000000000000e+03,1.090669222653726789e-01
8.223000000000000000e+03,1.073040072536753514e-01
1.346000000000000000e+03,8.489614314192445860e-03
8.028000000000000000e+03,1.932771642695953473e-01
2.004600000000000000e+04,4.318510156297301200e-02
5.096600000000000000e+04,1.382115000816963868e-01
2.068400000000000000e+04,1.290295577299128416e-01
1.226700000000000000e+04,9.707867442651157280e-03
8.203000000000000000e+03,3.131922024597397769e-01
2.688700000000000000e+04,1.007415008222050101e-01
1.797100000000000000e+04,1.948607152580385804e-01
2.733500000000000000e+04,1.848266297352553489e-01
1.441000000000000000e+04,2.266440427522413703e-01
1.612000000000000000e+04,5.403111218583167563e-03
1.218200000000000000e+04,3.946853766741028474e-02
1.482800000000000000e+04,6.160670508935748614e-03
2.682400000000000000e+04,6.801749625593428439e-02
7.852000000000000000e+03,1.787224537283544634e-01
1.417600000000000000e+04,5.370954914840139066e-02
2.568100000000000000e+04,1.695006942762678978e-02
5.104000000000000000e+03,1.814763377675329414e-01
3.675000000000000000e+03,3.046790807732883272e-02
1.882000000000000000e+03,1.608687218178338485e-01
6.755000000000000000e+03,1.087823787777503215e-01
1.223800000000000000e+04,1.275872456552353158e-02
8.600000000000000000e+03,6.390173937110487090e-01
4.293000000000000000e+03,1.714464247889629644e-01
8.027000000000000000e+03,2.312572744971473637e-01
8.379000000000000000e+03,2.093785462407720399e-01
1.174700000000000000e+04,4.212089192498898876e-02
3.668000000000000000e+03,1.566719309775576885e-01
2.657400000000000000e+04,1.776992436319623780e-01
1.177700000000000000e+04,7.619883167669504187e-02
2.808000000000000000e+03,8.719294806630602246e-02
1.207300000000000000e+04,3.178042698019734047e-02
1.983400000000000000e+04,1.021574503340186013e-01
2.204000000000000000e+03,1.678576208849804630e-01
8.224000000000000000e+03,9.059022898242748145e-02
1.313800000000000000e+04,2.056499756189744121e-01
5.708000000000000000e+03,2.290057370000883052e-01
5.050100000000000000e+04,2.701004558580364923e-01
2.958000000000000000e+03,3.891712423677490956e-02
1.226600000000000000e+04,6.509460563372816699e-02
1.239200000000000000e+04,6.057691584046647620e-02
1.389300000000000000e+04,6.961225849824531631e-02
2.571100000000000000e+04,5.658592670930068930e-02
1.303200000000000000e+04,5.017858631095919487e-03
3.676000000000000000e+03,3.530453718309354422e-02
1.218300000000000000e+04,9.038092019374829866e-02
1.474000000000000000e+04,1.088453846758031113e-01
1.198300000000000000e+04,1.375241552424635028e-01
8.202000000000000000e+03,3.011327629176845377e-01
1.310300000000000000e+04,4.161226029217526823e-02
2.780000000000000000e+03,4.766874082835107634e-02
2.450700000000000000e+04,1.180846875504598797e-01
4.071000000000000000e+03,1.089093460323020679e-01
9.519000000000000000e+03,2.295094999501789967e-02
8.632000000000000000e+03,7.784503528697510333e-02
1.837500000000000000e+04,7.244629147255070289e-02
6.290000000000000000e+02,2.647485280603454338e-01
8.199000000000000000e+03,1.257055840551002668e-01
2.649600000000000000e+04,2.160379451666104011e-01
1.198200000000000000e+04,1.799164104861739055e-01
6.409000000000000000e+03,2.389733188733952213e-02
1.884000000000000000e+03,1.452399096521814437e-05
2.552100000000000000e+04,1.117741097312952847e-01
3.606200000000000000e+04,2.682893059741182640e-01
1.317400000000000000e+04,5.662505846958840704e-03
1.223700000000000000e+04,1.635767387682893204e-02
1.246900000000000000e+04,2.207856483891378618e-01
1.690000000000000000e+04,1.920142659489454673e-01
2.981200000000000000e+04,1.831662492233797901e-01
7.737000000000000000e+03,4.626149489928115671e-02
1.305100000000000000e+04,1.132790379941404496e-01
1.307400000000000000e+04,1.434069453792311821e-01
8.351000000000000000e+03,8.712155656274543636e-02
1.320800000000000000e+04,1.515988430481204630e-01
2.383800000000000000e+04,2.749631134787162146e-01
8.514000000000000000e+03,6.172486234217927636e-01
7.727000000000000000e+03,3.272132347309129885e-02
7.726000000000000000e+03,3.272132347309129885e-02
1.177400000000000000e+04,1.891416296310031650e-02
2.029000000000000000e+03,8.952386606329110208e-02
1.448300000000000000e+04,1.298619363989917952e-01
3.666000000000000000e+03,1.450822178279248531e-01
1.433200000000000000e+04,1.432755072646450627e-02
2.809000000000000000e+03,1.824762868929849513e-01
2.199000000000000000e+03,1.088690401323903489e-01
9.466000000000000000e+03,5.820947707459314113e-01
7.755000000000000000e+03,3.825547665341400005e-02
9.451000000000000000e+03,2.436494773086506430e-02
1.070000000000000000e+03,1.038959975484062964e-01
5.552600000000000000e+04,2.156828848311147240e-01
1.438800000000000000e+04,2.999534060827740642e-02
1.431000000000000000e+03,6.932017442881797942e-02
8.489000000000000000e+03,6.964451895461873376e-02
8.633000000000000000e+03,1.096867093691082234e-01
1.174800000000000000e+04,1.053820296769347395e-02
1.437700000000000000e+04,1.690212390584659163e-01
1.958000000000000000e+03,1.630635854750197011e-01
1.576500000000000000e+04,1.114517107468055712e-01
2.267900000000000000e+04,8.535943428567449587e-02
2.198000000000000000e+03,1.242969808022505035e-01
2.300000000000000000e+01,1.369709972726943781e-01
1.207200000000000000e+04,8.885651617721213036e-02
2.319400000000000000e+04,3.864324537584023361e-02
6.949000000000000000e+03,2.115357724536191808e-01
1.902000000000000000e+03,1.984923627322086326e-01
1.253000000000000000e+04,1.563693690316582396e-01
4.524000000000000000e+03,5.674488731396074015e-02
8.186000000000000000e+03,9.672854795834582298e-01
5.709000000000000000e+03,5.702613200177845121e-01
4.970200000000000000e+04,4.864194437476329624e-02
8.369000000000000000e+03,1.831592322569573217e-01
2.400000000000000000e+02,2.077733348715307959e-01
1.930600000000000000e+04,5.871253915985932825e-02
2.685800000000000000e+04,7.576918654526174079e-02
6.151000000000000000e+03,4.892926954509030368e-02
1.266900000000000000e+04,1.197158294918329313e-01
1.345000000000000000e+03,2.862403872175692809e-01
2.361600000000000000e+04,5.116894654534612924e-02
2.779000000000000000e+03,1.050658396398536885e-02
1.349700000000000000e+04,1.937532752188368679e-01
1.257400000000000000e+04,7.007970830475505897e-02
5.105000000000000000e+03,1.520758158590224951e-01
7.756000000000000000e+03,8.691942708590803812e-02
1.665700000000000000e+04,3.095802355796899163e-02
1.574000000000000000e+04,1.241003053108014481e-01
4.523000000000000000e+03,6.544055186480469966e-02
3.677000000000000000e+03,3.891011747309541802e-02
1.322600000000000000e+04,1.478382536936078025e-02
4.279000000000000000e+03,1.828616912408450798e-02
2.072600000000000000e+04,4.077721975049117265e-02
1.536500000000000000e+04,9.052044302022436983e-02
2.400100000000000000e+04,2.221522558086037186e-02
4.292000000000000000e+03,1.932773069290153467e-01
4.070000000000000000e+03,3.215002846333420150e-02
1.239100000000000000e+04,7.371904083940450381e-02
1.173400000000000000e+04,1.369911259542575532e-01
9.467000000000000000e+03,5.901529974043328020e-01
1.348300000000000000e+04,6.518967732939362492e-02
3.826100000000000000e+04,1.406537301676452981e-02
8.610000000000000000e+03,1.509699596376184172e-01
9.452000000000000000e+03,1.426726991668074429e-01
3.669000000000000000e+03,2.730820469351517010e-01
1.146100000000000000e+04,9.441335753948808251e-03
2.689200000000000000e+04,5.530004819179952513e-02
2.826100000000000000e+04,5.506129339227227443e-02
5.157000000000000000e+03,3.440227954576365321e-01
8.198000000000000000e+03,1.377390607681972245e-01
2.178000000000000000e+04,1.086187994735178242e-01
1.196500000000000000e+04,4.759542815105818891e-02
8.525000000000000000e+03,4.454361502557926261e-02
1.196400000000000000e+04,4.152241117626944561e-02
4.692000000000000000e+03,1.859658785525229426e-03
2.880000000000000000e+03,1.840058152846794359e-01
1.883000000000000000e+03,2.496905845690706657e-02
1.257300000000000000e+04,4.247056107023822885e-02
8.487000000000000000e+03,1.634708127701680613e-01
1.370900000000000000e+04,7.323284924463542567e-02
7.695000000000000000e+03,2.033520170862669896e-01
