ID_AUFTRAG_ZPM,n0_3,STW_NUM,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,HOEHE_KONST_UEB_MITTE_DEB,Ssp_Randkonstruktion,WANDSCHIEFE_RAHMEN_P1_NUM2,DEB_I_LAGERUNG_UEBERBAU2
34692,3.312,19.4,10404,16.52,1989,140,1,0.8,1,0,0
34721,5.8,9.25,1082,10.84,1979,140,1.54,0.38,1,18,0
34742,21.374,6.5,3814,11.54,1951,160,1.4,0.67,1,0,1
35164,15.182,5.25,914,12.88,2001,160,1.061,0.4,1,0,0
35492,6.069,14.5,14581,22.1,2002,160,1.18,0.79,1,8.55,0
35813,5.115,11,2293,14.77,1984,140,1.07,0.48,1,0,1
36062,3.32,19.4,10404,16.44,1989,140,1,0.8,1,0,0
36113,5.319,13.28,5417,15.19,1985,140,1.01,0.7,1,11.7,0
36159,3.874,13.95,3703,16.08,2013,160,1.1,0.53,1,0,0
36465,3.922,19.86,19301,19.9,1983,160,1.367,1,1,15.615,0
36488,8.065,8.12,1232,10.75,1987,130,1.09,0.41,1,0,0
36569,6.23,12.54,6808,17.5,1979,140,1.058,0.7,1,18,0
37352,5.309,12.3,4212,16.11,1979,140,1.04,0.58,1,0,0
37484,3.633,15.14,4945,17.59,1989,150,1.07,0.6,1,0,0
37574,7.358,11.1,4863,14.6,1987,140,1.42,0.65,1,5.4,0
37620,27.776,4.3,868,8.12,1970,160,0.943,0.4,1,0,0
37666,12.242,5.32,433,8.9,1984,160,1.88,0.28,1,0,0
37679,8.623,10,3954,13.12,1949,160,0.94,0.61,1,0,0
37824,9.522,12.1,12241,15.54,1982,160,1.139,1,1,0,0
37825,9.522,12.1,12241,15.54,1982,160,1.139,1,1,0,0
37837,3.408,16.3,6313,19,2002,160,1.154,0.64,1,0,0
38261,3.926,18.45,10684,14.76,1972,160,1.52,0.82,1,0,0
38360,12.028,5.7,359,5.8,1967,140,0.832,0.23,1,9.9,0
38498,4.313,13.5,4357,17.4,1990,140,1,0.65,1,9,0
38870,13.943,8.1,4199,12.38,1975,160,1.02,0.7,1,29.7,0
38962,24.429,4.38,875,9.83,1979,140,0.912,0.4,1,0,0
39068,3.146,19.6,10862,18.35,2003,140,1,0.84,1,0,0
39163,4.946,12.17,3951,18.17,1999,140,1.17,0.55,1,9.5004,0
39346,12.766,8,4442,16.42,1932,160,1.27,0.65,1,5.49,1
39407,5.156,13.1,4113,12.96,1989,130,1,0.6,1,0,0
39461,4.965,11.53,3028,17.15,1998,150,1.04,0.52,1,7.38,0
39567,16.522,8.1,4653,9.77,1980,140,1.022,0.7,1,0,0
39838,11.461,5,357,10.73,1971,140,1,0.27,1,0,1
39847,3.949,18,14212,21.42,1995,160,1.2,0.95,1,0,0
39962,5.178,11.52,2735,14.29,2003,140,1,0.5,1,9,0
40004,11.881,5.4,448,9.21,1987,150,1.64,0.29,1,0,0
40154,24.429,4.38,875,9.83,1979,140,0.912,0.4,1,0,0
40600,6.625,9.24,1329,10.25,1978,160,1.12,0.4,1,12.6,0
40623,21.374,6.5,3814,11.54,1951,160,1.4,0.67,1,0,1
40670,2.258,25,16948,21,1989,160,1.184,1.03,1,0,0
40734,7.364,12.8,8579,14.54,1982,140,1.057,0.8,1,0,0
40873,11.493,7.4,1326,8.26,1967,130,1.01,0.41,1,0,0
41777,12.414,6.6,1242,10.48,1972,150,0.88,0.38,1,0,0
42207,5.319,13.28,5417,15.19,1985,140,1.01,0.7,1,11.7,0
42211,11.291,5.5,426,9.01,1972,140,0.99,0.29,1,0,1
42253,10.727,6.6,1000,11.3,1948,160,1.169,0.45,1,0,1
42465,12.028,5.7,359,5.8,1967,140,0.832,0.23,1,9.9,0
42588,21.316,5.85,2202,10.21,1948,160,0.965,0.6,1,0,1
42691,13.674,4.72,492.8,13.102,1996,160,0.809,0.28,1,0,0
42962,3.228,16.8,5214,15.5,1988,140,1,0.61,1,0,0
43081,18.175,6.1,1696,9.15,1980,140,1.012,0.5,1,0,0
43305,15.182,5.25,914,12.88,2001,160,1.061,0.4,1,0,0
43465,11.264,5.5,519,11.03,1976,140,1.05,0.32,1,0,1
43595,6.17,11.5,3826,14.18,1995,160,1,0.65,1,1.8,0
43647,19.739,5.2,844,7.31,1967,140,0.8,0.33,1,0,0
43664,5.051,11.53,2905,15.9,1998,150,1.04,0.52,1,7.38,0
43760,5.93,12,4475,15.14,1994,160,1,0.64,1,0,0
43919,4.993,14.67,8003,17.1,1997,160,1.041,0.81,1,16.2,0
44156,15.742,6,1601,12.3,1959,140,1.1,0.46,1,0,1
44217,4.667,13.6,4452,14.74,1987,130,1.08,0.62,1,0,0
44455,9.925,8.15,2903,16.481,1995,160,1,0.5,1,0,0
44483,3.336,17.4,7203,17.42,2011,160,1.08,0.7,1,1.08899999999999,0
44503,4.313,13.5,4357,17.4,1990,140,1,0.65,1,9,0
44555,15.882,7,2808,11.44,1966,100,1.038,0.6,1,0,0
44572,5.178,11.52,2735,14.29,2003,140,1,0.5,1,9,0
44826,12.729,6,766,9,1976,130,1.28,0.36,1,0,1
44997,15.848,6,1649,12.5,1959,140,1.1,0.46,1,0,1
44999,11.291,5.5,426,9.01,1972,140,0.99,0.29,1,0,1
45090,21.374,6.5,3814,11.54,1951,160,1.4,0.67,1,0,1
45118,29.135,4.3,868,7.38,1970,160,0.943,0.4,1,0,0
45256,18.404,5.8,1760,11.33,1965,130,0.827,0.39,1,0,0
45356,10.82,5.6,546,11.7,1980,140,1.1,0.32,1,0,0
45427,6.816,11.45,4722,14.59,1984,160,1.76,0.65,1,0.9,0
45648,11.157,5,414,13.13,1973,130,0.96,0.3,1,0,1
45649,22.289,6.6,4233,11.08,1950,150,0.99,0.56,1,0,1
45806,5.309,12.3,4212,16.11,1979,140,1.04,0.58,1,0,0
45825,3.197,16.8,5214,15.8,1988,140,1,0.61,1,0,0
45852,11.378,10.1,6945,12.72,1980,140,1.141,0.8,1,0,0
45977,3.698,19.7,15692,18.8,2004,160,1.108,0.93,1,0,0
46211,11.378,10.1,6945,12.72,1980,140,1.141,0.8,1,0,0
46386,5.319,13.28,5417,15.19,1985,140,1.01,0.7,1,11.7,0
46500,18.175,6.1,1696,9.15,1980,140,1.012,0.5,1,0,0
46512,3.273,19.9,12403,18.22,1996,160,1,0.9,1,0,0
46805,2.258,25,16948,21,1989,160,1.184,1.03,1,0,0
47068,3.197,16.8,5214,15.8,1988,140,1,0.61,1,0,0
47263,21.374,6.5,3814,11.54,1951,160,1.4,0.67,1,0,1
47332,12.402,8.8,3914,10.47,1948,140,1.24,0.6,1,0,0
47342,11.881,5.4,448,9.21,1987,150,1.64,0.29,1,0,0
47493,12.716,7,1737,11.04,1937,130,0.948,0.5,1,0,0
47638,10.146,10,5119,12.27,1949,160,0.94,0.61,1,0,0
47718,19.302,4.7,462,6.27,1970,140,0.8,0.23,1,0,0
47733,18.87,6.8,2956,9.58,1962,140,1.21,0.45,1,0,0
47756,11.264,5.5,519,11.03,1976,140,1.05,0.32,1,0,1
47795,3.273,19.9,12403,18.22,1996,160,1,0.9,1,0,0
47953,9.63,8.5,3311.2,16.876,1996,160,1,0.53,1,0,0
48164,18.175,6.1,1696,9.15,1980,140,1.012,0.5,1,0,0
48221,4.667,13.6,4452,14.74,1987,130,1.08,0.62,1,0,0
48232,11.546,4.5,220,9.93,1975,140,1.06,0.26,1,0,1
48245,13.119,5.5,868,13.6,1972,130,1.04,0.39,1,0,1
48291,6.069,14.5,14581,22.1,2002,160,1.18,0.79,1,8.55,0
48293,3.922,19.86,19301,19.9,1983,160,1.367,1,1,15.615,0
48984,4.824,14.88,8555,18.5,1984,140,1.31,0.77,1,9,0
49090,4.504,14.5,6721,18.49,1973,140,1.31,0.629,1,3.429,1
49395,3.903,15.99,6620,16.4,2013,150,1,0.74,1,3.87,0
49526,16.775,4.5,513,10.97,1999,160,1.95,0.29,1,1.8,0
49635,4.708,17.5,20011,23.75,1979,160,1.02,0.98,1,0,0
49702,3.926,18.45,10684,14.76,1972,160,1.52,0.82,1,0,0
49716,4.883,14.96,8553,17.67,1974,130,1.038,0.76,1,0,0
49994,12.376,6.6,1517,12.88,1972,150,0.88,0.38,1,0,0
49995,18.764,5.4,1058,8.72,1947,160,1.13,0.4,1,0,0
50017,5.344,14.21,8262,17.51,1983,140,1.24,0.77,1,9.98999999999999,1
50217,18.175,6.1,1696,9.15,1980,140,1.012,0.5,1,0,0
50223,6.164,11.5,3910,14.52,1995,160,1,0.65,1,1.8,0
50496,14.582,7.32,3135,12.67,1963,160,1.41,0.5,1,10.998,0
50511,22.289,6.6,4233,11.08,1950,150,0.99,0.56,1,0,1
50671,10.857,4.5,220,11.23,1975,140,1.06,0.26,1,0,1
50753,6.816,11.45,4722,14.59,1984,160,1.76,0.65,1,0.9,0
50875,8.403,6.1,340,8.58,1985,140,1.07,0.28,1,9.98999999999999,0
50904,5.187,11.1,2324,14.04,2003,140,1,0.5,1,0,0
50966,4.546,11.4,1976,13.97,2003,160,1,0.44,1,0,0
51179,18.175,6.1,1696,9.15,1980,140,1.012,0.5,1,0,0
51259,4.824,14.88,8555,18.5,1984,140,1.31,0.77,1,9,0
51438,4.909,14.96,8184,16.73,1974,130,1.038,0.76,1,0,0
51785,10.727,6.6,1000,11.3,1948,160,1.169,0.45,1,0,1
51905,6.242,9.25,1207,10.44,1979,140,1.54,0.39,1,18,0
51929,5.319,13.28,5417,15.19,1985,140,1.01,0.7,1,11.7,0
52167,3.146,19.6,10862,18.35,2003,140,1,0.84,1,0,0
52431,4.538,14.5,6983,18.93,1973,140,1.31,0.629,1,3.429,1
52440,13.119,5.5,868,13.6,1972,130,1.04,0.39,1,0,1
52562,12.716,7,1737,11.04,1937,130,0.948,0.5,1,0,0
52607,12.402,8.8,3914,10.47,1948,140,1.24,0.6,1,0,0
52856,5.115,11,2293,14.77,1984,140,1.07,0.48,1,0,1
52952,7.358,11.1,4863,14.6,1987,140,1.42,0.65,1,5.4,0
53408,16.262,4.5,407,9.26,1999,160,1.95,0.29,1,1.8,0
53443,3.572,20,18412,22.25,2002,160,1.07,0.99,1,0,0
53628,5.93,12,4475,15.14,1994,160,1,0.64,1,0,0
53833,11.461,5,357,10.73,1971,140,1,0.27,1,0,1
54134,3.197,16.8,5214,15.8,1988,140,1,0.61,1,0,0
54461,12.716,7,1737,11.04,1937,130,0.948,0.5,1,0,0
54463,13.943,8.1,4199,12.38,1975,160,1.02,0.7,1,29.7,0
54490,6.223,12.54,5970,15.38,1979,140,1.058,0.7,1,18,0
54767,9.255,5.94,551,12.75,2001,160,1,0.34,1,0,0
55215,6.625,9.24,1329,10.25,1978,160,1.12,0.4,1,12.6,0
55342,5.802,11.88,4974,18.3,1983,140,1.22,0.62,1,1.8,0
55526,4.131,14.2,6578,23.39,1990,120,1,0.6,1,0,1
55532,8.403,6.1,340,8.58,1985,140,1.07,0.28,1,9.98999999999999,0
55550,16.522,8.1,4653,9.77,1980,140,1.022,0.7,1,0,0
55614,19.966,5.8,1980,10.83,1965,130,0.827,0.39,1,0,0
55791,5.32,13,4980,15.2,1975,130,1.53,0.83,1,0,0
55875,3.698,19.7,15692,18.8,2004,160,1.108,0.93,1,0,0
55898,18.764,5.4,1058,8.72,1947,160,1.13,0.4,1,0,0
56109,5.341,14.21,8232,17.46,1983,140,1.24,0.77,1,9.98999999999999,1
56212,9.537,6.6,810,11.58,1997,130,0.876,0.4,1,0,0
56266,12.713,4.7,210,6.57,1970,140,0.8,0.23,1,0,0
56662,14.582,7.32,3135,12.67,1963,160,1.41,0.5,1,10.998,0
56785,21.316,5.85,2202,10.21,1948,160,0.965,0.6,1,0,1
56809,18.175,6.1,1696,9.15,1980,140,1.012,0.5,1,0,0
56893,7.364,12.8,8579,14.54,1982,140,1.057,0.8,1,0,0
57013,5.187,11.1,2324,14.04,2003,140,1,0.5,1,0,0
57062,32.852,2.25,88,7.85,1982,130,1.27,0.18,1,0,0
57122,32.263,5.3,3605,10.83,1970,130,0.937,0.4,1,0,1
