n0_3,STW_NUM,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB
19.968,5,907,8.98,1904,140,0.887,3.5
6.368,12,3647,10.7,1910,80,0.9,3.5
5.697,11.8,4499,17.64,1981,140,1.36,3.5
6.022,11.8,4499,15.79,1981,140,1.36,3.5
5.409,11.1,2338,12.99,1980,130,1.452,3.486
5.38,11.1,2363,13.27,1980,130,1.452,3.486
5.616,9.9,1677.38,13.66,1977,200,1.12,3.48
5.59,9.9,1677.38,13.79,1977,200,1.12,3.48
29.084,4.35,1203,9.8,1930,200,1.35,3.47
29.084,4.35,1203,9.8,1930,200,1.35,3.47
22.964,5.2,1769,11.32,1938,120,1.1,3.47
26.936,4.6,761,5.78,1911,100,1.255,3.469
26.639,4.6,716,5.56,1911,100,1.255,3.469
7.919,12,11709.7,22.22,1952,110,0.95,3.45
5.343,10,1677.38,14.5,1979,140,1.09,3.42
5.343,10,1677.38,14.5,1979,140,1.09,3.42
12.019,6.4,1193.4,12.15,1964,150,1.29,3.4
12.019,6.4,1193.4,12.15,1964,150,1.29,3.4
5.319,13.28,5417,15.19,1985,140,1.01,3.4
5.319,13.28,5417,15.19,1985,140,1.01,3.4
8.649,10.7,5401,13.59,1953,130,0.918,3.4
5.319,13.28,5417,15.19,1985,140,1.01,3.4
5.319,13.28,5417,15.19,1985,140,1.01,3.4
49.133,2.3,187,6.83,1903,130,0.85,3.39
10.893,7.08,1642,13.59,1936,140,1.568,3.38
5.393,12.65,8979,29.75,2011,100,1.6,3.38
19.068,4.9,841,9.9,1925,160,1.17,3.368
6.74,12.14,6859,17.15,1996,120,1.13,3.357
6.74,12.14,6859,17.15,1996,120,1.13,3.357
13.426,7.5,2367,10.24,1908,160,0.795,3.357
13.405,7.5,2083,9.04,1908,160,0.793,3.355
49.133,2.3,187,6.83,1903,130,0.85,3.35
62.68,4.55,9950,14.58,1937,160,1.054,3.324
61.983,4.55,9950,14.91,1937,160,1.054,3.324
42.286,5.03,5205,11.22,1933,160,1.037,3.314
42.286,5.03,5205,11.22,1933,160,1.037,3.314
46.906,2.35,158,5.81,1930,130,1.13,3.31
46.906,2.35,158,5.81,1930,130,1.13,3.31
11.38,6.2,1023,13.19,1976,140,0.77,3.3
12.292,7.92,3356,13.93,1932,120,0.91,3.3
12.041,7.92,2763,11.95,1932,120,0.91,3.3
33.568,3.75,587,6.5,1910,160,0.78,3.29
33.568,3.75,587,6.5,1910,160,0.78,3.29
33.568,3.75,587,6.5,1910,160,0.78,3.29
33.568,3.75,587,6.5,1910,160,0.78,3.29
15.794,4.3,262,7.58,1966,160,1.073,3.289
18.074,4.3,363,8.02,1966,160,1.073,3.289
12.632,10.6,19196,23.51,1987,120,3.93,3.28
12.632,10.6,19196,23.51,1987,120,3.93,3.28
110.165,2.6,3176,14.13,1927,120,1.021,3.271
14.426,5,369,7,1970,160,1.03,3.27
14.426,5,369,7,1970,160,1.03,3.27
19.769,5,791,7.99,1903,200,0.86,3.27
18.045,5.5,1501,12.43,1971,140,0.76,3.27
17.347,5.5,1241,11.12,1971,140,0.76,3.27
17.245,8.5,8368,13.3,1951,130,1.23,3.27
9.376,8.5,2258,12.14,1951,130,1.23,3.27
8.357,10.46,7650,22.58,1912,130,1.18,3.26
8.357,10.46,7650,22.58,1912,130,1.18,3.26
13.112,6.7,1258,8.96,1914,120,0.8,3.26
13.112,6.7,1258,8.96,1914,120,0.8,3.26
6.615,10.5,3080,14.29,1981,160,1.082,3.24
6.615,10.5,3080,14.29,1981,160,1.082,3.24
4.251,19.45,22789,21.739,1993,200,1.28,3.24
4.388,19.45,18014,16.13,1993,200,1.28,3.24
19.208,5.5,1737.43,12.6984,1932,200,1.047,3.235
19.208,5.5,1737.43,12.6984,1932,200,1.047,3.235
6.395,9.5,1701,12.6,1928,160,1.193,3.219
6.395,9.5,1701,12.6,1928,160,1.193,3.219
6.395,9.5,1701,12.6,1928,160,1.193,3.219
5.933,11.65,5200,19.79,1989,100,1.302,3.211
13.538,6.1,1013,9.85,1970,160,1,3.21
13.538,6.1,1013,9.85,1970,160,1,3.21
24.109,5.5,1737.43,8.06,1932,150,1.015,3.208
21.077,5.5,1737.43,10.546,1932,150,1.015,3.208
13.178,7.9,3309,12.07,1911,120,1.5,3.2
3.572,20,18412,22.25,2002,160,1.116,3.2
3.572,20,18412,22.25,2002,160,1.07,3.2
21.454,8.08,10689,13.443,1931,160,1.229,3.199
21.981,8,10689,13.327,1931,160,1.229,3.199
21.624,8.08,10689,13.233,1931,160,1.229,3.199
21.81,8,10689,13.537,1931,160,1.229,3.199
19.734,8.07,8383,12.523,1931,160,1.225,3.195
19.801,8.04,8383,12.625,1931,160,1.225,3.195
21.744,8.04,10676,13.334,1931,160,1.225,3.195
21.666,8.07,10676,13.231,1931,160,1.225,3.195
5.608,11.3,3462,16.66,1985,200,1.23,3.18
5.608,11.3,3462,16.66,1985,200,1.23,3.18
24.556,4.45,552,5.76,1907,200,0.87,3.18
33.722,4.7,1689,7.51,1927,140,0.934,3.177
33.722,4.7,1689,7.51,1927,140,0.934,3.177
35.492,4.7,1993,8,1927,130,0.934,3.177
35.492,4.7,1993,8,1927,130,0.934,3.177
13.072,6.65,1586,11.71,1928,60,0.805,3.173
13.072,6.65,1586,11.71,1928,80,0.805,3.173
51.354,4.6,4709,9.84,1963,160,1.07,3.17
51.354,4.6,4709,9.84,1963,160,1.07,3.17
19.893,4.5,684,10.4,1909,160,1.015,3.167
19.893,4.5,684,10.4,1909,160,1.015,3.167
71.249,2.7,761,6.96,1928,130,1.526,3.163
71.249,2.7,761,6.96,1928,130,1.526,3.163
20.248,5.87,4778,24.219,1933,130,0.854,3.152
13.86,8.86,3987,8.31,1913,130,0.851,3.148
13.86,8.86,3987,8.31,1913,130,0.851,3.148
13.59,6.5,1586,11.87,1906,60,0.755,3.141
19.34,4.6,543,8,1910,70,1.105,3.126
33.514,4.6,2509,12.31,1911,160,1.47,3.12
33.969,4.6,4355.4,20.8,1911,160,1.47,3.12
26.882,4.88,1450,8.73,1930,160,0.95,3.12
26.882,4.88,1450,8.73,1930,160,0.95,3.12
22.609,4.5,841,9.9,1925,160,1.164,3.12
28.078,4.5,1419,10.83,1937,130,1.002,3.112
8.316,9,2147.9,11.68,1935,140,1.24,3.096
29.054,4.17,841,8.13,1905,140,0.74,3.09
27.654,4.17,880,9.39,1905,140,0.74,3.09
21.78,5.5,1564,8.89,1914,90,1.169,3.081
21.78,5.5,1564,8.89,1914,90,1.169,3.081
21.78,5.5,1564,8.89,1914,90,1.169,3.081
21.78,5.5,1564,8.89,1914,90,1.169,3.081
21.78,5.5,1564,8.89,1914,90,1.169,3.081
21.78,5.5,1564,8.89,1914,90,1.169,3.081
14.356,4.5,431.2,12.59,1932,200,0.809,3.08
14.356,4.5,431.2,12.59,1932,200,0.809,3.08
15.299,5.85,901,8.11,1900,200,0.68,3.04
29.45,5,4585,20.87,1914,140,0.81,3.04
36.259,4.53,2881,12.84,1914,140,0.81,3.04
14.379,7.5,2463,9.29,1922,130,1.417,3.033
14.379,7.5,2463,9.29,1922,130,1.417,3.033
21.162,4.5,812,10.91,1978,200,1.12,3
21.162,4.5,812,10.91,1978,200,1.12,3
14.931,6.5,2250,13.95,1904,160,0.7,3
14.931,6.5,2250,13.95,1904,160,0.7,3
31.599,3.9,807,8.62,1928,130,1.14,3
31.599,3.9,807,8.62,1928,130,1.14,3
31.599,3.9,807,8.62,1928,130,1.14,3
13.346,8.5,7228,19.18,2017,160,1.4,3
13.346,8.5,7228,19.18,2017,160,1.4,3
26.304,4.5,744,6.47,1904,110,2.83,3
26.319,5.25,2907,13.63,1977,140,0.948,3
12.455,11.52,19700,17.79,1981,140,1.09,3
5.71,11.52,3377,14.51,1981,140,1.09,3
18.361,6.5,2583,10.59,1910,160,0.98,3
31.599,3.9,807,8.62,1928,130,1.14,3
31.599,3.9,807,8.62,1928,130,1.14,3
31.599,3.9,807,8.62,1928,130,1.14,3
31.599,3.9,807,8.62,1928,130,1.14,3
10.592,7,917,8.4,1908,150,0.833,3
10.592,7,917,8.4,1908,150,0.833,3
16.947,5,817,11.23,1905,140,1.02,3
16.947,5,817,11.23,1905,140,1.02,3
26.304,4.5,744,6.47,1904,100,2.83,3
26.304,4.5,744,6.47,1904,100,2.83,3
38.572,2.3,217,12.86,1904,130,0.787,3
31.312,4,1769,17.39,1905,130,0.8,3
38.572,2.3,217,12.86,1904,130,0.787,3
5.802,11.88,4974,18.3,1983,140,1.22,3
5.115,11,2293,14.77,1984,140,1.07,3
15.82,6,1166,8.87,1927,130,0.829,3
21.637,5.18,2694,19.72,1939,140,0.99,3
4.965,11.53,3028,17.15,1998,150,1.04,3
22.435,6,2805,10.61,1926,130,1,3
5.051,11.53,2905,15.9,1998,150,1.04,3
28.298,3.4,386,8.9,1908,140,1.012,3
17.314,6.3,1891,9.88,1905,140,0.877,3
5.344,14.21,8262,17.51,1983,140,1.24,3
5.115,11,2293,14.77,1984,140,1.07,3
22.435,6,2805,10.61,1926,130,1,3
14.154,6.5,1561,10.77,1905,130,0.809,3
20.759,5.18,1304,10.37,1906,140,0.99,3
5.802,11.88,4974,18.3,1983,140,1.22,3
5.341,14.21,8232,17.46,1983,140,1.24,3
58.459,4.3,5118.7,10.81,1961,200,2.06,2.99
2.582,32.5,78768.65,26.1361,2000,160,1.69,2.99
2.582,32.5,78768.65,26.1361,2000,160,1.69,2.99
51.432,4.3,5450.2,14.87,1961,200,2.06,2.99
7.16,12,7772,18.04,2001,120,2.97,2.97
7.16,12,7772,18.04,2001,120,2.97,2.97
35.892,4,1243,9.3,1935,130,1.312,2.957
25.516,5.4,8586.3,38.269,1933,130,1.068,2.937
18.761,8.3,8016,11.84,1959,110,1.115,2.937
18.761,8.3,8016,11.84,1959,110,1.115,2.937
25.971,4.5,871,7.77,1976,200,1.136,2.936
26.558,4.45,871,7.77,1976,200,1.136,2.936
26.558,4.45,871,7.77,1976,200,1.136,2.936
26.473,4.45,910,8.17,1976,200,1.136,2.936
25.888,4.5,910,8.17,1976,200,1.136,2.936
26.473,4.45,910,8.17,1976,200,1.136,2.936
35.123,4.8,2914.2,10.98,1961,130,1.67,2.93
35.123,4.8,2914.2,10.98,1961,130,1.67,2.93
21.733,5.8,2110,9.74,1908,140,1.109,2.921
16.841,5.8,1695,13.03,1908,110,1.109,2.921
16.841,5.8,1695,13.03,1903,110,1.109,2.921
6.076,9.46,2428,20.26,1970,160,1.08,2.915
6.076,9.46,2428,20.26,1970,160,1.08,2.915
23.384,4.4,711,8.56,1925,140,1.05,2.91
24.358,7,9532,16.51,1931,110,2.4,2.9
24.358,7,9532,16.51,1931,110,2.4,2.9
19.241,5,994,10.6,1902,130,0.8,2.9
12.544,8.5,3402,10.22,1905,140,0.98,2.9
19.241,5,994,10.6,1902,130,0.8,2.9
12.08,8.5,3402,11.02,1905,140,0.98,2.9
20.847,5,1103,10.02,1902,140,0.7,2.9
9.47,9,2570.9,10.78,1935,140,1.247,2.882
20.473,5,1032,9.72,1984,160,3.05,2.88
20.473,5,1032,9.72,1984,160,3.05,2.88
10.904,8.35,2319,9.9,1959,120,1.147,2.876
21.688,5.35,3763,24.095,1933,130,0.971,2.869
21.871,5.35,3919,24.675,1933,130,0.971,2.869
17.445,4.6,460,8.33,1913,130,0.961,2.864
17.445,4.6,460,8.33,1913,130,0.961,2.864
15.366,8.8,1515,2.64,1962,110,1.09,2.86
15.366,8.8,1515,2.64,1962,110,1.09,2.86
5.942,12.55,6041,17.02,1988,160,1.083,2.833
15.481,5.85,901,7.92,1900,200,0.705,2.83
6.071,12.55,6589,17.78,1988,160,1.074,2.824
49.541,3.8,1848,8.91,1959,150,1.17,2.8
18.861,5,1612,17.89,1902,130,0.878,2.8
18.861,5,1612,17.89,1902,130,0.878,2.8
15.366,8.8,1515,2.64,1961,110,1.067,2.798
15.366,8.8,1515,2.64,1961,110,1.067,2.798
4.594,9.6,1289,17.74,1973,140,0.974,2.797
4.508,9.6,1289,18.43,1973,140,0.974,2.797
41.615,3.6,1160,9.84,1933,150,0.947,2.789
41.615,3.6,1160,9.84,1933,150,0.947,2.789
6.127,10.2,2655,16.12,1986,100,1.119,2.789
10.039,8.7,4446,19,1931,120,1.223,2.768
10.043,8.7,3981,17,1916,120,1.223,2.768
8.835,8.8,3206,16.9,1919,140,1.229,2.756
4.063,13.5,4444,20,1994,160,1.02,2.754
115.852,2.3,1198,7.87,1937,150,0.658,2.751
115.852,2.3,1198,7.87,1937,150,0.658,2.751
5.371,11.8,3761,16.59,1999,90,1.59,2.75
45.422,4.1,827,3.5,1949,160,1.63,2.75
45.422,4.1,827,3.5,1949,160,1.63,2.75
5.455,11.5,3289,15.59,1997,160,0.991,2.741
5.455,11.5,3289,15.59,1997,160,0.991,2.741
13.62,8,3252,10.56,1969,160,1.04,2.74
13.62,8,3252,10.56,1969,160,1.04,2.74
19.576,5.5,1579,11.11,1911,130,0.871,2.731
19.576,5.5,1579,11.11,1911,130,0.871,2.731
40.996,3.24,614,8.18,1911,140,1.26,2.73
40.996,3.24,614,8.18,1911,140,1.26,2.73
6.876,9.3,2061,14.38,2023,120,2.73,2.73
32.537,4.5,936,5.32,1900,200,0.73,2.72
52.979,3.15,840,7.5,1927,40,0.852,2.714
16.387,8.24,6427,12.81,1946,120,1.22,2.71
11.474,7.2,1560,10.88,1937,200,1.169,2.709
11.474,7.2,1560,10.88,1937,200,1.169,2.709
37.417,4.01,1763.5,12.02,1913,150,1.32,2.7
36.652,4.01,1361.3,9.67,1913,150,1.32,2.7
17.767,5,806,10.08,1902,130,0.85,2.7
17.767,5,806,10.08,1902,130,0.85,2.7
19.035,5.7,2136,13.78,1926,130,0.95,2.7
19.261,5.7,1976,12.45,1926,130,0.95,2.7
10.879,8.3,2502,10.99,1939,140,1.18,2.7
10.879,8.3,2502,10.99,1939,140,1.18,2.7
28.362,4.5,1790,13.39,1907,140,1.005,2.693
13.971,7.55,3082,11.99,1936,160,1.31,2.68
13.971,7.55,3082,11.99,1936,160,1.31,2.68
9.036,8.7,3166,16.7,1917,140,1.209,2.68
17.087,6.5,1863,8.82,1904,200,0.686,2.678
17.087,6.5,1863,8.82,1904,200,0.686,2.678
80.08,2.7,1029,7.45,1935,160,1.28,2.67
15.537,6.6,1216,6.55,1915,120,1.49,2.656
15.537,6.6,1216,6.55,1915,120,1.49,2.656
40.729,3.75,1638,12.32,1930,160,1.063,2.651
40.729,3.75,1638,12.32,1930,160,1.063,2.651
7.669,7.78,1345,15.4,1938,200,1.081,2.65
7.669,7.78,1345,15.4,1938,200,1.081,2.65
20.256,5.35,1252,9.19,1928,120,1.033,2.65
34.568,4.8,2288,8.9,1946,160,1.65,2.63
34.568,4.8,2288,8.9,1946,160,1.65,2.63
4.533,10.5,1141,11.27,1942,130,1.216,2.627
4.533,10.5,1141,11.27,1942,130,1.216,2.627
17.944,4.75,562,8.46,1928,160,1.36,2.626
20.806,5.3,1365,9.86,1958,150,1.5,2.62
40.116,5.3,4745,9.22,1958,150,1.5,2.62
9.191,7.3,982,10.1,1950,160,1.074,2.62
18.833,5.5,1122,8.53,1936,200,1.52,2.61
21.518,4.5,858,11.15,1905,100,1.1,2.61
7.416,9,1357,9.28,1935,140,1.27,2.61
25.429,4.6,1588.8,13.54,1912,200,1.3,2.6
17.488,6.25,1252,6.62,1905,160,0.84,2.6
17.488,6.25,1252,6.62,1905,160,0.84,2.6
17.488,6.25,1252,6.62,1905,160,0.84,2.6
17.488,6.25,1252,6.62,1905,160,0.84,2.6
17.488,6.25,1252,6.62,1905,140,0.84,2.6
17.488,6.25,1252,6.62,1905,140,0.84,2.6
8.038,10,2909,11.11,1905,90,0.88,2.6
17.488,6.25,1252,6.62,1905,140,0.84,2.6
8.038,10,2909,11.11,1905,90,0.88,2.6
17.488,6.25,1252,6.62,1905,140,0.84,2.6
21.37,4.8,1687,17.17,1908,150,0.87,2.6
14.582,7.32,3135,12.67,1963,160,1.41,2.6
22.4,4.9,1687,14.39,1908,130,0.87,2.6
14.582,7.32,3135,12.67,1963,160,1.41,2.6
31.705,3.8,841,9.9,1925,160,1.139,2.598
12.793,7,2029,12.74,1969,160,1.2,2.59
12.793,7,2029,12.74,1969,160,1.2,2.59
12.621,8,1896,7.17,1914,160,1.05,2.59
14.81,4.25,232,8,1976,100,2.587,2.587
14.81,4.25,232,8,1976,100,2.587,2.587
39.5,3,420,8.2,1925,120,0.897,2.585
39.5,3,420,8.2,1925,120,0.897,2.585
10.679,7.5,1357,9.28,1899,140,0.74,2.58
6.577,9.56,1823,12.45,1989,130,1.106,2.57
6.577,9.56,1823,12.45,1989,130,1.106,2.57
22.955,4.6,827.1,8.65,1927,80,0.78,2.56
22.955,4.6,827.1,8.65,1927,80,0.78,2.56
16.727,5.2,694,8.37,1910,160,1.092,2.558
16.727,5.2,694,8.37,1910,160,1.092,2.558
37.353,4,1313,9.07,1925,110,0.777,2.54
37.353,4,1313,9.07,1925,110,0.777,2.54
23.112,6,4175,14.88,1934,160,0.97,2.54
23.112,6,4175,14.88,1934,160,0.97,2.54
18.244,5.5,1859,15.06,1980,80,0.85,2.535
40.365,4,1584,9.37,1925,130,1.259,2.533
39.347,4,1436,8.94,1911,130,1.259,2.533
27.241,3.6,588,11.64,1975,200,1.114,2.532
27.871,3.6,588,11.12,1975,200,1.114,2.532
15.089,6.1,1408,11.02,1906,60,0.742,2.53
17.006,6,1715,11.29,1968,160,1.31,2.53
17.006,6,1715,11.29,1968,160,1.31,2.53
23.836,5.1,3808,24.445,1933,130,1.094,2.528
28.196,3.58,389,7.35,1941,160,0.919,2.527
28.196,3.58,389,7.35,1941,160,0.919,2.527
90.645,2.2,603,7.73,1935,120,1.17,2.52
90.645,2.2,603,7.73,1935,120,1.17,2.52
6.525,9.3,1957,15.16,2023,120,2.52,2.52
24.787,5,1522,9.78,1926,150,0.844,2.518
25.031,5,1522,9.59,1926,150,0.844,2.518
9.354,9.5,3385,11.72,1936,130,1.55,2.51
12.521,7.8,2573,10.94,1925,130,1.284,2.507
12.521,7.8,2573,10.94,1925,130,1.284,2.507
13.207,7.7,2326,9.36,1924,160,1.12,2.5
13.207,7.7,2326,9.36,1924,160,1.12,2.5
9.875,9.55,6203,18.87,2010,100,1.025,2.5
20.376,5,834,7.93,1902,160,0.792,2.5
22.118,5,1031,8.32,1902,160,0.792,2.5
21.845,5.35,1228,7.75,1910,160,0.829,2.5
8.913,9.55,6203,23.16,2010,100,1.025,2.5
15.467,5.6,780,8.18,1914,140,2.5,2.5
15.467,5.6,780,8.18,1914,140,2.5,2.5
15.467,5.6,780,8.18,1914,140,2.5,2.5
21.08,5.75,2510,12.75,1907,130,0.82,2.5
20.403,5.36,2476,17.78,1912,130,0.788,2.5
17.716,5.8,1140,7.92,1916,140,0.86,2.49
10.081,9,3689,13.65,1977,100,1.167,2.489
6.547,14.8,12045,14.45,1951,110,1.091,2.481
6.433,14.8,11458,14.24,1951,110,1.091,2.481
10.134,5.5,339,8.9,1985,110,1.43,2.48
28.516,5.6,3562,10.99,1925,120,1.24,2.48
28.516,5.6,3562,10.99,1925,120,1.24,2.48
9.672,9.05,3993,15.7,1994,200,2.47,2.47
9.672,9.05,3993,15.7,1994,200,2.47,2.47
12.986,7,1175,7.16,1928,140,1.29,2.46
12.986,7,1175,7.16,1928,140,1.27,2.45
18.815,5.1,1091,11.24,1961,160,1.18,2.45
8.612,8.7,1913,11.11,1927,140,0.87,2.45
8.505,8.7,1913,11.39,1927,140,0.87,2.45
18.815,5.1,1091,11.24,1961,160,1.19,2.445
12.978,6.5,1037,8.51,1898,140,0.81,2.44
12.978,6.5,1037,8.51,1898,140,0.81,2.44
4.287,13.5,4454,18,1994,160,1.02,2.432
12.904,6.5,1271,10.55,1936,160,1.097,2.432
12.904,6.5,1271,10.55,1936,160,1.097,2.432
47.468,3.8,1744,9.159,1934,160,0.894,2.431
47.468,3.8,1744,9.159,1934,160,0.894,2.431
19.442,5.35,1255,10,1928,120,0.94,2.42
13.879,6.7,1353,8.6,1915,140,1.36,2.42
13.879,6.7,1353,8.6,1916,140,1.36,2.42
17.583,5.8,1374,9.69,1951,160,0.89,2.41
17.583,5.8,1374,9.69,1951,160,0.89,2.41
17.583,5.8,1374,9.69,1951,160,0.89,2.41
17.583,5.8,1374,9.69,1951,160,0.89,2.41
17.583,5.8,1374,9.69,1951,160,0.89,2.41
17.583,5.8,1374,9.69,1951,160,0.89,2.41
36.135,3.4,1582,22.37,1913,130,1.008,2.403
11.426,9,3753,10.81,1926,160,1.09,2.4
11.426,9,3753,10.81,1926,160,1.09,2.4
8.535,9.55,3082.1,12.55,1992,130,1.43,2.4
8.434,9.55,3817.1,15.92,1992,130,1.43,2.4
8.535,9.55,3082.1,12.55,1992,130,1.43,2.4
8.434,9.55,3817.1,15.92,1992,130,1.43,2.4
26.907,4.5,1504,12.5,1908,130,0.85,2.4
40.82,3,355,6.49,1914,160,0.919,2.391
40.82,3,355,6.49,1914,160,0.919,2.391
9.76,5.8,480.1,10.99,1981,160,1.2,2.39
9.76,5.8,480.1,10.99,1981,160,1.2,2.39
37.374,3.5,841,9.9,1925,160,1.082,2.389
43.954,2.5,1181.2,38.62,1934,140,1.165,2.384
30.528,4.25,1061,8.61,1909,130,0.92,2.38
30.528,4.25,1061,8.61,1909,130,0.92,2.38
18.468,5,724,8.38,1930,130,1.162,2.376
15.766,6.99,3147.7,13.088,1955,140,1.2,2.37
16.02,6.99,3205.3,12.908,1955,140,1.2,2.37
37.709,2.6,207,7.86,1909,100,0.678,2.368
16.185,5.5,884,9.1,1950,160,0.994,2.362
16.185,5.5,884,9.1,1950,160,0.994,2.362
15.715,6,1231,9.49,1931,160,1.381,2.36
15.166,6.6,1668,9.43,1932,150,1.39,2.36
15.166,6.6,1668,9.43,1932,150,1.39,2.36
15.715,6,1231,9.49,1931,160,1.381,2.36
40.793,4.2,1979,9.43,1969,160,1.19,2.36
40.793,4.2,1979,9.43,1969,160,1.19,2.36
11.279,9.2,3886,10.52,1936,160,1.25,2.35
10.385,9.2,3745,11.96,1936,160,1.25,2.35
16.728,6.15,2088,12.87,1907,120,0.88,2.35
16.853,6,1368,9.17,1965,120,1.155,2.347
16.853,6,1368,9.17,1965,120,1.155,2.347
27.962,5.1,7522,35.089,1933,130,0.965,2.34
31.93,4,952,9,1913,70,1.163,2.318
31.93,4,952,9,1913,70,1.163,2.318
34.507,6.5,11681,13.56,1934,140,0.956,2.314
19.671,5,1030.1,10.51,1960,160,1.02,2.31
19.671,5,1030.1,10.51,1960,160,1.02,2.309
11.887,6.2,963,11.38,1931,150,1.318,2.307
12.6,6.2,964,10.14,1931,150,1.318,2.307
27.081,4.56,1032,8.03,1908,120,0.77,2.3
27.081,4.56,1032,8.03,1908,120,0.77,2.3
42.032,3,446,7.69,1927,110,0.95,2.3
41.175,3,479.2,8.61,1927,110,0.95,2.3
19.471,5,880.6,9.17,1928,140,1.43,2.3
19.517,4.8,899,10.97,1932,160,1.47,2.3
7.723,9.4,3352,17.76,1910,130,1.07,2.3
19.517,4.8,899,10.97,1932,160,1.47,2.3
45.643,3.1,704.9,9.04,1911,140,0.784,2.298
45.643,3.1,704.9,9.04,1911,140,0.784,2.298
12.454,7.33,1646,9.07,1926,160,0.94,2.29
12.454,7.33,1646,9.07,1926,160,0.94,2.29
50.046,2.2,219,9.21,1927,160,0.91,2.287
44.197,3.2,645,7.77,1933,90,0.819,2.287
44.197,3.2,645,7.77,1933,90,0.819,2.287
19.219,4.4,505,9,1926,200,1.723,2.286
19.219,4.4,505,9,1926,200,1.723,2.286
12.963,9.506,9014,16.21,1974,120,2.28,2.28
13.96,9.506,10777,16.71,1974,120,2.28,2.28
109.357,2.7,2277,8.84,1932,140,1.1,2.28
6.611,13.2,12003,22.32,2006,130,2.27,2.27
16.711,5.6,1205.4,10.83,1960,160,0.976,2.265
16.711,5.6,1205.4,10.83,1960,160,0.976,2.265
30.877,4,667.7,6.75,1928,140,0.848,2.264
11.585,6,705,10,1931,160,1.33,2.26
11.585,6,705,10,1931,160,1.33,2.26
11.585,6,705,10,1931,160,1.33,2.26
11.585,6,705,10,1931,160,1.33,2.26
32.252,3.5,570,9.01,1913,160,1.043,2.255
32.252,3.5,570,9.01,1913,160,1.043,2.255
22.607,3.8,314,7.27,1927,140,1.38,2.25
22.607,3.8,314,7.27,1927,140,1.38,2.25
10.699,7,1731,15.54,1982,140,1.39,2.25
10.699,7,1731,15.54,1982,140,1.39,2.25
5.555,9.1,969,11.3,1985,120,0.99,2.25
17.441,4.5,642,12.7,1906,160,0.841,2.25
40.806,5.2,5334,10.81,1938,130,1.005,2.246
39.461,3.2,448,6.77,1964,130,0.906,2.244
39.461,3.2,448,6.77,1964,130,0.906,2.244
11.531,5.5,429,8.7,1919,160,1.154,2.242
14.565,5.6,761,9,1931,160,1.442,2.235
14.565,5.6,761,9,1931,160,1.442,2.235
20.99,7,5496,12.82,1934,160,1.029,2.23
20.99,7,5496,12.82,1934,160,1.029,2.23
4.312,18.2,19832,23.99,2002,160,2.32,2.222
5.963,12.89,6110,15.36,1974,160,1.82,2.222
4.462,14.6,5133,14,1964,200,1.07,2.222
4.475,17.2,14206,20,1989,200,1.052,2.222
5.585,15.107,13169,20,1988,200,1.14,2.222
3.876,13.3,2828,14.84,2000,160,1.24,2.222
3.869,16.82,12024,24.76,2003,200,1.456,2.222
4.475,17.2,14206,20,1989,200,1.052,2.222
5.963,12.89,6110,15.36,1974,160,1.82,2.222
3.876,13.3,2828,14.84,2000,160,1.24,2.222
5.371,15.107,12178,20,1988,200,1.405,2.222
3.821,16.92,12147,25.05,2003,200,1.456,2.222
4.114,14.6,5298,17,1964,200,0.972,2.222
5.937,15.107,13169,17.7,1988,130,1.14,2.222
5.563,15.07,11645,18,1988,130,1.264,2.222
6.069,14.5,14581,22.1,2002,160,1.18,2.222
3.922,19.86,19301,19.9,1983,160,1.367,2.222
4.632,18.22,16770,17.5,1985,160,1.28,2.222
6.069,14.5,14581,22.1,2002,160,1.18,2.222
3.922,19.86,19301,19.9,1983,160,1.367,2.222
4.632,18.22,16770,17.5,1985,160,1.28,2.222
4.338,11.75,2364,16.26,1984,120,0.99,2.22
4.29,11.75,2197,15.45,1984,120,0.99,2.22
7.515,7.5,604,8.34,1903,140,1.33,2.22
7.515,7.5,604,8.34,1903,140,1.33,2.22
51.451,5.1,8434,11.62,1966,130,1.18,2.217
16.844,4.7,505,9,1928,200,1.504,2.213
16.844,4.7,505,9,1928,200,1.504,2.213
15.469,6.5,1577,9.11,1914,90,1.263,2.213
15.469,6.5,1577,9.11,1914,90,1.263,2.213
15.469,6.5,1577,9.11,1914,90,1.263,2.213
32.497,3.5,870.9,13.56,1934,200,1.02,2.21
32.497,3.5,870.9,13.56,1934,200,1.02,2.21
17.89,5.8,1145,7.8,1930,110,0.84,2.21
17.89,5.8,1145,7.8,1930,110,0.84,2.21
8.513,8.5,484.5,3.16,1969,110,1.3,2.21
8.195,8.5,484.5,3.41,1969,110,1.3,2.21
7.135,10.7,3748,13.86,1977,200,0.928,2.209
7.135,10.7,3748,13.86,1977,200,0.928,2.209
63.832,2.4,698,12.74,1910,100,1.03,2.2
5.247,15.3,9172,15,1939,160,1.522,2.182
5.074,15.3,10291,18,1939,160,1.522,2.182
49.691,5.1,8747,12.92,1966,130,1.18,2.17
7.943,7.58,796,9.43,1976,130,0.95,2.17
7.943,7.58,796,9.43,1976,130,0.95,2.17
27.2,3.75,405,6.83,2008,60,0.795,2.166
34.841,3.2,553,10.72,1932,140,1.15,2.16
34.823,3.2,538,10.44,1932,140,1.15,2.16
